,item_name,id,cuisine,type,sub_type
463,cookie dough tub,14835,4,0,3
483,cookiewich,20035,4,0,3
543,cookies and creame p25,22065,4,0,3
618,granola cookie,4046,4,0,3
721,cookies & cream belgian,27163,4,0,3
1031,cookie dough single,22635,4,0,3
1389,bisccoti cookies,10165,4,0,3
1826,cookies & cream belgian,24324,4,0,3
1866,cookies & cream belgian,25346,4,0,3
2039,cookies & cream dream,27022,4,0,3
2091,cookies & cream belgian,27029,4,0,3
3495,bounty cookie,12976,4,0,3
3612,coconut cookies,12116,4,0,3
3694,cookies & cream ww,24378,4,0,3
3924,cookies & cream ww,25327,4,0,3
5285,cookies & cream belgian,23892,4,0,3
5314,z granola cookie free,3931,4,0,3
5559,cookie xl,13232,4,0,3
5752,cookiewich,18655,4,0,3
5978,cookies & cream ww,23905,4,0,3
6140,cookies & cream belgian,25101,4,0,3
6158,cookie dough single,14832,4,0,3
6369,cookies & cream dream,27180,4,0,3
6386,marshmallow cookie sandwich,12972,4,0,3
6446,cookie cha cha reg,21866,4,0,3
6580,cookie sushi roll,18659,4,0,3
6780,rm oreo cookie,22397,4,0,3
6965,cookiewich,19292,4,0,3
7583,cookie cha cha lg,22115,4,0,3
7743,cookies and creame 9,22042,4,0,3
7978,.peanut butter cookie,7237,4,0,3
8533,cookies & cream ww,26901,4,0,3
8611,cookies and creame  f25,22087,4,0,3
8677,jeera ajwain cookies 200 gms,21951,4,0,3
9054,",healthy granola cookie",7558,4,0,3
9097,american choco chip cookies,10155,4,0,3
9315,valentine day cookiewich,22647,4,0,3
9791,jeera ajwain cookies 200 gms,21950,4,0,3
9878,choco cookis,10226,4,0,3
10064,cookiewich,15532,4,0,3
10070,cookie sandwich,2143,4,0,3
10156,ganache cookie sandwich,12973,4,0,3
10456,cookiewich,14733,4,0,3
10458,cookies & cream belgian,23687,4,0,3
10506,ginger snaps cookis,10279,4,0,3
11098,oatmeal choco chip cookies,22166,4,0,3
11184,double choco chip cookies,22169,4,0,3
11451,multi grain cookies 200 gms,21959,4,0,3
11794,texan cookies 200 gms,21947,4,0,3
11976,cookies & cream ww,26178,4,0,3
12028,gooey choco chip cookies,22170,4,0,3
12308,cookies & creame pc,22203,4,0,3
12338,choco chip cookies,10225,4,0,3
12639,nachni cookie,28912,4,0,3
13127,cookie dough tub,18757,4,0,3
13158,cookie platter,8543,4,0,3
13295,crunchy coconut cookies,27457,4,0,3
13448,cookies & cream belgian,24103,4,0,3
13720,..cookie shk,7571,4,0,3
13784,",granola cookie",6980,4,0,3
13876,cookies & cream belgian,24905,4,0,3
13891,cookiewich,19411,4,0,3
14029,ragi cookies 200 gms,21964,4,0,3
14588,triple chocolate cookie sandwich,12693,4,0,3
14619,bounty cookie,12694,4,0,3
14734,triple chocolate cookie sandwich,12975,4,0,3
15414,cookies and creame  f25,22086,4,0,3
15536,ganache cookie sandwich,13806,4,0,3
15929,ragi cookies 200 gms,21965,4,0,3
16019,cookies & cream ww,23570,4,0,3
16179,cookies & cream dream,14496,4,0,3
16543,texan cookies 200 gms,21946,4,0,3
16937,cookie dough tub,22639,4,0,3
17231,cookies & cream ww,25302,4,0,3
17288,cookie sunday,24578,4,0,3
17468,baked cookie dough(raw),21718,4,0,3
17646,cookie sushi roll,14737,4,0,3
17706,red velvet crinkle cookie,19485,4,0,3
17901,multi grain cookies 200 gms,21958,4,0,3
18054,cookie sandwich,2112,4,0,3
18502,cookie sushi roll,22541,4,0,3
18545,cookies & cream belgian,26864,4,0,3
18763,cookiewich,16019,4,0,3
18838,",,granola cookie",7477,4,0,3
19044,cookie cha cha reg,21867,4,0,3
19652,cookiewich,19669,4,0,3
19794,cookies & cream belgian,16727,4,0,3
19810,cookies & cream ww,16844,4,0,3
19971,cookiewich,19435,4,0,3
20006,cookiewich,19802,4,0,3
20190,triple chocolate cookie sandwich,13808,4,0,3
20351,valentine day cookiewich,18765,4,0,3
20513,cookies & cream dream,23943,4,0,3
20599,cookies and creame 9,22043,4,0,3
20618,cookies & cream belgian,25121,4,0,3
20706,",granola cookie",6883,4,0,3
20709,ginger cookies,13303,4,0,3
20755,cookies & cream ww,14485,4,0,3
20780,cookiewich,19451,4,0,3
20791,peanut butter cookie,7349,4,0,3
21022,cookies & cream ww,24836,4,0,3
21075,cookies & cream dream,26974,4,0,3
21115,ganache cookie sandwich,12691,4,0,3
21411,cookiewich,16074,4,0,3
21643,oat cookies 200 gms,21955,4,0,3
21687,cookies and creame 4,22021,4,0,3
21742,oat cookies 200 gms,21954,4,0,3
21878,cookie shk,5351,4,0,3
22237,valentine sandwich cookies,23609,4,0,3
22852,cookie dough single,18754,4,0,3
22856,cookie sundae,21886,4,0,3
23071,cookies and creame p25,22064,4,0,3
23223,cookiewich,17936,4,0,3
23633,marshmallow cookie sandwich,12690,4,0,3
23635,",granola cookie",7074,4,0,3
23828,oatmeal raisins cookies,21728,4,0,3
24095,baked cookie dough,12267,4,0,3
24111,cookie,24584,4,0,3
24185,double choco chip cookies,22168,4,0,3
24314,cookies and creame 4,22020,4,0,3
24878,cookies & cream ww,24299,4,0,3
24949,cookie dough double,18755,4,0,3
25017,cookie cha cha lg,22116,4,0,3
25123,valentine day cookiewich,14843,4,0,3
25323,oatemeal cookies,10322,4,0,3
25399,cookie dough double,14833,4,0,3
25457,cookies & cream dream,16822,4,0,3
25588,chocolate chip cookie,24585,4,0,3
25677,cenman soft cookies,10182,4,0,3
25790,rich chococookie crumbles,27421,4,0,3
25812,marshmallow cookie sandwich,13805,4,0,3
25827,cookiewich,22537,4,0,3
25918,cookies & cream belgian,14502,4,0,3
26101,cookie sundae,21887,4,0,3
26184,cookiewich,18946,4,0,3
26190,oreo cookie,24539,4,0,3
26259,cookies & cream ww,24926,4,0,3
26514,double chocolate chip & seasalt cookie,17671,4,0,3
26598,cookie dough double,28400,4,0,3
26655,butter cookie/oatmeal raisins,24582,4,0,3
26774,cookies & cream dream,24277,4,0,3
26879,cookies & creame pc,22202,4,0,3
27089,swiggy cookie dough,8344,4,0,3
27176,bounty cookie,13809,4,0,3
27476,cookiewich,21461,4,0,3
27589,cookies & cream ww,27061,4,0,3
27647,gooey choco chip cookies,22171,4,0,3
27704,oatmeal choco chip cookies,22167,4,0,3
28038,",,healthy granola cookie",7480,4,0,3
28275,cookies & cream ww,27186,4,0,3
28319,cookies & cream belgian,26273,4,0,3
28502,oatmeal &amp; raisin cookie,28821,4,0,3
28573,cookiewich,21476,4,0,3
228,oreo obsessed crepe,19722,4,0,4
347,swiss chocolate pastry,2440,4,0,4
484,black forest pastry,12939,4,0,4
487,swiss chocolate pastry,2228,4,0,4
572,snicker crepe,13466,4,0,4
641,red velvet pastry,12646,4,0,4
833,oreo obsessed crepe,19922,4,0,4
853,swiss chocolate pastry,2166,4,0,4
894,black forest pastry,19495,4,0,4
1566,american dream crepe,19331,4,0,4
1641,ganache  pastry,13677,4,0,4
1883,red velvet pastry,13680,4,0,4
1913,classic dutch pastry,2571,4,0,4
1919,gooey pastry,12647,4,0,4
2917,chocolate truffle mini pastry,11123,4,0,4
3148,belgian chocolate pastry,20319,4,0,4
3439,snicker pastry,12652,4,0,4
3548,swiss chocolate pastry,581,4,0,4
3815,swiss chocolate pastry,2519,4,0,4
4028,swiss chocolate pastry,2353,4,0,4
4164,red velvet pastry,12928,4,0,4
4180,crepe (muo),16209,4,0,4
4342,swiss chocolate pastry,1260,4,0,4
5096,american dream crepe,17562,4,0,4
5242,classic dutch pastry,2572,4,0,4
5345,crunchy hazelnut pastry,13692,4,0,4
6229,black forest pastry,4423,4,0,4
6794,swiss chocolate pastry,1045,4,0,4
6931,swiss chocolate pastry,1480,4,0,4
7472,crepe (muo),16593,4,0,4
7686,golden fantasy icecream pastry,25542,4,0,4
8126,oreo obsessed crepe,19326,4,0,4
8547,ferrero pastry,1975,4,0,4
8681,opera pastry,13694,4,0,4
8907,black forest mini pastry,12071,4,0,4
9971,crepe (muo),18597,4,0,4
10366,swiss chocolate pastry,1434,4,0,4
10595,crepe (muo),15833,4,0,4
10709,twix crepe,16402,4,0,4
10720,basa crepes,23378,4,0,4
10725,swiss chocolate pastry,2727,4,0,4
11102,butterscotch pastry,12656,4,0,4
11386,crepe (muo),16013,4,0,4
11403,chocolate volcano crepe,15988,4,0,4
11474,swiss chocolate pastry,2252,4,0,4
11487,gooey pastry,12929,4,0,4
11651,crunchy hazelnut pastry,12658,4,0,4
12240,crepe (muo),13413,4,0,4
12375,choco city pastry,12927,4,0,4
12700,butterscotch pastry,13690,4,0,4
12889,choco city pastry,12645,4,0,4
12894,caramel castle crepe,18957,4,0,4
12898,crepe (muo),15747,4,0,4
13421,buddys pastry,11085,4,0,4
13431,swiss chocolate pastry,1324,4,0,4
13485,ferrero rocher pastry,13674,4,0,4
13545,choco city pastry,13679,4,0,4
14145,swiss chocolate pastry,379,4,0,4
14325,molten chocolate pastry,22131,4,0,4
14419,american dream crepe,13463,4,0,4
14439,american dream crepe,19912,4,0,4
14597,pastry,10330,4,0,4
14700,snicker crepe,22900,4,0,4
14735,choclate pastry,8516,4,0,4
14841,crepe (muo),15681,4,0,4
15266,ferrero rocher pastry,12640,4,0,4
15538,churro rich choco caramel pastry,22130,4,0,4
15705,wicked winter  crepe,20029,4,0,4
15858,pastry chocolate,28770,4,0,4
16177,nutties crepe,13469,4,0,4
16311,crepe (muo),16299,4,0,4
16337,crepe (muo),18074,4,0,4
16710,crepe (muo),18307,4,0,4
16733,blackforest icecream pastry,25541,4,0,4
16854,nutties crepe,17902,4,0,4
16861,dutch truffle pastry,19476,4,0,4
16960,black forest pastry,13691,4,0,4
17018,ferrero pastry,2087,4,0,4
17059,oreo obsessed crepe,17768,4,0,4
17173,chocolate volcano crepe,20538,4,0,4
17234,snicker pastry,12934,4,0,4
17398,crepe,20244,4,0,4
17430,snicker pastry,13686,4,0,4
17462,ferrero pastry,1997,4,0,4
17616,oreo pastry,8319,4,0,4
17803,crepe (muo),15592,4,0,4
17851,butterscotch pastry,24522,4,0,4
18464,classic dutch pastry,2051,4,0,4
18601,molten chocolate pastry,22132,4,0,4
18644,nutties crepe,18455,4,0,4
19559,butterscotch pastry,12938,4,0,4
19811,choco delight pastry,24523,4,0,4
20290,classic dutch pastry,2476,4,0,4
20333,nutties crepe,18218,4,0,4
20357,swiss chocolate pastry,1280,4,0,4
20475,prawns crepes,23379,4,0,4
20520,ganache  pastry,12925,4,0,4
20749,american dream crepe,16185,4,0,4
20904,wicked winter  crepe,17379,4,0,4
20932,twix crepe,13482,4,0,4
21061,crepe (muo),15731,4,0,4
21487,crunchy hazelnut pastry,12940,4,0,4
22147,twix crepe,18053,4,0,4
22179,molten chocolate pastry,22133,4,0,4
22191,churro rich choco caramel pastry,22129,4,0,4
22209,filo pastry dessert,28170,4,0,4
22684,butterscotch pastry,12045,4,0,4
22812,swiss chocolate pastry,2530,4,0,4
22962,oreo obsessed crepe,13468,4,0,4
22970,black forest pastry,12657,4,0,4
23117,caramel castle crepe,20014,4,0,4
23184,pastry,20243,4,0,4
23225,ferrero pastry,2069,4,0,4
23645,crepe (muo),19986,4,0,4
24035,dutch triffle mini pastry,11690,4,0,4
24129,veg creps - inactive,8244,4,0,4
24166,red velvet pastry,21715,4,0,4
24455,nutties crepe,21490,4,0,4
24487,swiss chocolate pastry,598,4,0,4
24660,oreo obsessed crepe,19934,4,0,4
25178,caramel castle crepe,19747,4,0,4
25555,chocolate truffle pastry,17976,4,0,4
25794,nutties crepe,16145,4,0,4
25936,classic dutch pastry,2531,4,0,4
26057,pastry chocolate,10331,4,0,4
26157,caramel castle crepe,13481,4,0,4
26494,caramal crunch pastry,11698,4,0,4
26628,ferrero rocher pastry,12922,4,0,4
26639,wicked winter  crepe,13395,4,0,4
26669,american dream crepe,19314,4,0,4
27302,red velvet pastry,2367,4,0,4
27533,nutties crepe,16606,4,0,4
27732,chocolate volcano crepe,13465,4,0,4
28140,gooey pastry,13681,4,0,4
28167,swiss chocolate pastry,2366,4,0,4
28636,ganache  pastry,12643,4,0,4
28768,crepe (muo),17427,4,0,4
12,raspberry medium,14709,4,0,5
15,nuts over nutella,19240,4,0,5
16,marshmallow brownie,12871,4,0,5
36,dark chocolate sauce,21421,4,0,5
42,dark chocolate mousse,21900,4,0,5
51,strawberry creamcheese,14028,4,0,5
72,fresh strawberry,14094,4,0,5
76,fresh strawberry small,18416,4,0,5
100,fresh fruits w cream belgian,23566,4,0,5
107,fruit and nut polish,19157,4,0,5
127,brownie chunks add on,13424,4,0,5
140,watermelon,420,4,0,5
148,walnut brownie lg,22148,4,0,5
161,banana rumba (qtr) bb,27809,4,0,5
179,apple cream,17032,4,0,5
222,marshmallow nutella belgian,24220,4,0,5
231,strawberry cooler,24300,4,0,5
232,banana maple choco belgian,25041,4,0,5
247,brownie belgian white chocolate ww,26970,4,0,5
287,white chocolate sauce,18125,4,0,5
295,chocolate brownie,23708,4,0,5
316,nutella macaron,13142,4,0,5
339,banana.,27968,4,0,5
349,nutella affair,13457,4,0,5
357,brownie,24137,4,0,5
361,hazelnut brownie,12872,4,0,5
377,",,fresh blueberry shk",7471,4,0,5
390,marshmallow nutella ww,26134,4,0,5
395,brownie magic,24869,4,0,5
439,extra strawberry,22285,4,0,5
440,pineapple fried rice,9814,4,0,5
443,fresh mango,7726,4,0,5
453,whipped cream,19531,4,0,5
478,nutella single,19034,4,0,5
490,naked nutella,14277,4,0,5
503,ola brm +mulberry,7336,4,0,5
508,raspberry small,17653,4,0,5
515,brownie belgian dark chocolate ww,24312,4,0,5
521,mango delight,7827,4,0,5
560,white chocolate sauce,19215,4,0,5
568,walnut brownie reg,22141,4,0,5
573,fresh strawberry,19180,4,0,5
574,nutella double,18572,4,0,5
598,white chocolate sauce,19381,4,0,5
615,banana,15603,4,0,5
616,very berry,25635,4,0,5
629,brownie,17056,4,0,5
671,berry berry,24565,4,0,5
682,blueberry small,14678,4,0,5
695,apple cinnamon rush belgian,16731,4,0,5
704,banana,13442,4,0,5
718,fresh fruits w cream belgian,17381,4,0,5
722,brownie belgian white chocolate ww,26464,4,0,5
742,raspberry red ww,17228,4,0,5
744,chocolate brownie,26702,4,0,5
816,nuts over nutella,13388,4,0,5
825,nutella,18434,4,0,5
832,mango tango reg,21858,4,0,5
863,green apple cooler,17365,4,0,5
876,rm banana,22392,4,0,5
884,apple cinnamon,22712,4,0,5
888,mango chilli margarita,10595,4,0,5
898,fresh strawberry,16014,4,0,5
917,pineapple 1/2 kg,28391,4,0,5
934,add fruit,17258,4,0,5
940,strawberry-kiwi,27687,4,0,5
941,banana,19783,4,0,5
976,strawberry petals,12699,4,0,5
978,apple shk,7629,4,0,5
994,makai aur mangodi ki subzi,13358,4,0,5
1005,apple cinnamon rush ww,20541,4,0,5
1015,nutella belgian,15545,4,0,5
1028,strawberry cooler,15176,4,0,5
1029,brownie w white chocolate ww,17090,4,0,5
1042,banana,17063,4,0,5
1048,banana,15715,4,0,5
1051,apple cinnamon,14908,4,0,5
1069,nutella tub,14821,4,0,5
1079,nutella,16532,4,0,5
1085,kesar dry fruit & chocolate fantasy,27446,4,0,5
1091,strawberry chocolate  p25,22058,4,0,5
1118,slurpy strawberry,16626,4,0,5
1119,banana,19987,4,0,5
1124,musli with seasonal fruits,10123,4,0,5
1165,blueberry tub,14695,4,0,5
1184,nutella tub,18743,4,0,5
1205,triple chocolate brownie,12870,4,0,5
1221,nuts over nutella,17897,4,0,5
1237,banana chocolate sandwich,22424,4,0,5
1253,strawberry coco,7369,4,0,5
1291,brownie belgian dark white chocolate ww,24314,4,0,5
1303,",mango cream",7559,4,0,5
1304,blueberry ricotta and onion cocas,28128,4,0,5
1309,brownie belgian dark chocolate ww,25421,4,0,5
1328,nutella belgian,18159,4,0,5
1347,banana chocolate musli,28437,4,0,5
1372,nutella ww,19818,4,0,5
1385,brownie belgian white chocolate ww,26029,4,0,5
1422,naked nutella,14612,4,0,5
1433,dark chocolate sauce,18077,4,0,5
1477,straberry cream xheese (swiggy),8672,4,0,5
1481,nutella ww,19053,4,0,5
1486,brownie belgian dark white chocolate ww,25677,4,0,5
1507,whipped fruit cream,24141,4,0,5
1510,naked nutella,14299,4,0,5
1532,apple,17062,4,0,5
1535,raspberry,1940,4,0,5
1548,brownie belgian dark belgian,27170,4,0,5
1568,brownie belgian dark chocolate ww,24013,4,0,5
1575,watermelon,614,4,0,5
1587,apple cream,23939,4,0,5
1611,add fruit,17054,4,0,5
1648,fresh strawberry medium,19840,4,0,5
1657,whipped cream,24125,4,0,5
1659,mango brownie shk,7824,4,0,5
1670,nutella,17680,4,0,5
1673,mango madness,25290,4,0,5
1676,dark chocolate sauce,15810,4,0,5
1678,brownie nutella ww,23738,4,0,5
1680,brownie nutella belgian,16768,4,0,5
1695,",,cuppa brownie",7463,4,0,5
1704,apple cinnamon rush bubble w,26094,4,0,5
1707,naked nutella,15850,4,0,5
1731,blueberry brainfreezer,22824,4,0,5
1737,xtra blueberry,12582,4,0,5
1764,nutella belgian,15621,4,0,5
1829,strawberry cream,26111,4,0,5
1868,banana caramel,25090,4,0,5
1885,blueberry yoghurt delight,22790,4,0,5
1894,raspberry,2479,4,0,5
1917,mixed fruit cream,25984,4,0,5
1920,..apple shk,4722,4,0,5
1925,banana,18277,4,0,5
1941,watermelon,1839,4,0,5
1946,gourmet brownie,22360,4,0,5
1948,green apple cooler,27713,4,0,5
1954,purple berry belgian,16728,4,0,5
1956,fruit  crm,7733,4,0,5
1979,fresh strawberry,19112,4,0,5
2001,mango slush,9047,4,0,5
2006,chiku banana,7659,4,0,5
2015,peanut butter brownie,13151,4,0,5
2030,nutella single,18699,4,0,5
2050,raw mango compote tub,22665,4,0,5
2053,strawberry-kiwi,25073,4,0,5
2058,nutella belgian,15429,4,0,5
2109,marshmallow nutella ww,25511,4,0,5
2150,white chocolate sauce,18949,4,0,5
2164,nutella belgian,17201,4,0,5
2200,whipped cream,18309,4,0,5
2210,new antioxidant fruit plater (240g),26497,4,0,5
2213,strawberry crusher,6556,4,0,5
2258,brownie,8898,4,0,5
2279,xtra blueberry,12510,4,0,5
2295,green apple cooler,24302,4,0,5
2296,nutella belgian,24383,4,0,5
2315,blueberry small,18415,4,0,5
2316,banana,16141,4,0,5
2319,fresh espresso ( single scoop ) rd,21625,4,0,5
2334,mango lassi float,18821,4,0,5
2350,watermelon,398,4,0,5
2357,",,,mango lichi delight",7404,4,0,5
2367,blueberry medium,18609,4,0,5
2386,brownie,23554,4,0,5
2389,passion fruit pc,22218,4,0,5
2399,dark chocolate sauce,19251,4,0,5
2410,banana,18071,4,0,5
2442,apple cinnamon rush ww,25615,4,0,5
2458,mothers day hamper mango,22666,4,0,5
2498,chocolate brownie,26089,4,0,5
2499,marshmallow nutella ww,27380,4,0,5
2501,strawberry,26382,4,0,5
2504,mango icecream (small),26099,4,0,5
2507,hot brownie with vanilla and chocolate syrup,10113,4,0,5
2520,apple pie,385,4,0,5
2562,brownie belgian dark wihite belgian,25533,4,0,5
2566,buy 2 get 1 mango,7284,4,0,5
2577,triple chocolate brownie,12879,4,0,5
2579,whipped cream,14064,4,0,5
2588,apple cinnamon rush bubble w,24838,4,0,5
2614,slurpy strawberry,21562,4,0,5
2615,",,,mango berry",7402,4,0,5
2616,watermelon,1732,4,0,5
2619,strawberry surprise,21531,4,0,5
2622,carribean spiced banana - inactive,8058,4,0,5
2623,xtra strawberry,12511,4,0,5
2640,passion fruit 16 pc,22230,4,0,5
2648,blueberry creamcheese,14461,4,0,5
2651,fresh fruits w cream belgian,16591,4,0,5
2681,marshmallow nutella ww,24018,4,0,5
2685,brownie belgian dark white chocolate ww,25619,4,0,5
2709,",,special fruits and cream",7541,4,0,5
2716,banana caramel,26645,4,0,5
2720,fruit loops tub,22614,4,0,5
2749,choco mousse bar,21915,4,0,5
2760,raw mango compote single,22664,4,0,5
2761,fresh strawberry,15482,4,0,5
2779,blueberry creamcheese,15361,4,0,5
2782,fresh fruits w cream belgian,24213,4,0,5
2787,sizzling brownie,11496,4,0,5
2793,fresh strawberry medium,18611,4,0,5
2799,pineapple,3920,4,0,5
2806,green apple lemonade,20709,4,0,5
2807,blueberry creamcheese,12528,4,0,5
2823,blueberry tub,18617,4,0,5
2848,walnut brownie with chocolate sauce,8251,4,0,5
2862,oreo brownie reg,22145,4,0,5
2883,",,mango blossom",7494,4,0,5
2888,strawberry slice single,14836,4,0,5
2907,strawberry cream,18163,4,0,5
2932,brownie nutella belgian,23552,4,0,5
2937,whipped cream,20208,4,0,5
2973,mix berry compot double,14790,4,0,5
2981,straberry cream xheese (dine in),5413,4,0,5
2984,banana,17779,4,0,5
2993,blueberry ( single scoop ) rd,22748,4,0,5
3005,blueberry creamcheese,15851,4,0,5
3009,apple cinnamon rush belgian,25975,4,0,5
3010,strawberry slice single,19285,4,0,5
3032,blueberry creamcheese,13236,4,0,5
3110,..mulberry juc,7579,4,0,5
3126,strawberry chocolate  f25,22080,4,0,5
3129,vanilla - single scoop,10760,4,0,5
3173,banana maple choco belgian,16984,4,0,5
3177,watermelon,515,4,0,5
3179,nutella brownie reg,22142,4,0,5
3210,brownie belgian white chocolate ww,27149,4,0,5
3212,raspberry,842,4,0,5
3214,fresh espresso ( single scoop ) rd,22749,4,0,5
3217,nuts over nutella,21550,4,0,5
3218,mixed fruit cream,16385,4,0,5
3224,brownie,17233,4,0,5
3232,mix berry compot single,22572,4,0,5
3261,pineapple cakle,20290,4,0,5
3277,",cuppa brownie",7063,4,0,5
3307,mulb fruit,7846,4,0,5
3335,nutella banana sandwich,6001,4,0,5
3336,blueberry creamcheese,13242,4,0,5
3355,purple berry ww,22454,4,0,5
3360,.magical mulberry shk,5778,4,0,5
3404,fresh strawberry icecream.,14878,4,0,5
3405,brownie decadence,28301,4,0,5
3408,watermelon,2496,4,0,5
3414,dark chocolate oreo brownies,3990,4,0,5
3442,fresh mango,13423,4,0,5
3457,whipped cream,19989,4,0,5
3469,white chocolate sauce,17861,4,0,5
3486,whipped cream,16257,4,0,5
3509,fresh fruits w cream belgian,23786,4,0,5
3519,smooth banana granola,7954,4,0,5
3528,banana,18114,4,0,5
3545,brownie.,27543,4,0,5
3547,oats with seasonal fruits,10323,4,0,5
3560,brownie (sm),12039,4,0,5
3586,fresh strawberry,16608,4,0,5
3595,mango cream,23934,4,0,5
3606,fresh strawberry tub,15566,4,0,5
3609,very berry sundae,22544,4,0,5
3611,chocoloate moussee,24711,4,0,5
3631,banana & salted caramel belgian,26863,4,0,5
3632,nutella belgian,24940,4,0,5
3668,white chocolate sauce,18269,4,0,5
3678,whipped cream,16792,4,0,5
3681,raspberry,1252,4,0,5
3686,banana caramel,27257,4,0,5
3687,mango blosm,7821,4,0,5
3713,blueberry medium,14687,4,0,5
3721,",,,mango mulberry",7405,4,0,5
3736,raspberry,1213,4,0,5
3773,watermelon,2402,4,0,5
3780,fresh fruits w cream belgian,16045,4,0,5
3797,nutella ww,19015,4,0,5
3798,fresh fruits w cream belgian,18062,4,0,5
3818,fresh strawberry,15626,4,0,5
3820,strawberry cream,16439,4,0,5
3822,naked nutella,16354,4,0,5
3840,apple cream,16809,4,0,5
3852,",,,grape",7395,4,0,5
3854,nutella,20042,4,0,5
3879,banana carmel smothie,20293,4,0,5
3888,banana cream,24270,4,0,5
3891,mix berry compot single,18690,4,0,5
3909,fresh fruits w cream belgian,25286,4,0,5
3956,chocilate brownie with nutella spread,9650,4,0,5
3960,nutella,16300,4,0,5
3963,dark chocolate sauce,20080,4,0,5
3979,watermelon,2146,4,0,5
3993,dark chocolate sauce,15536,4,0,5
4016,nutella,18016,4,0,5
4020,mulberry treat,4749,4,0,5
4024,apple,14523,4,0,5
4069,nutella affair,16610,4,0,5
4084,strawberry and cream,22711,4,0,5
4087,banana,15767,4,0,5
4090,fresh fruits,12572,4,0,5
4120,whipped cream,15695,4,0,5
4124,fresh strawberry,19006,4,0,5
4127,brownie chunks,19831,4,0,5
4157,xtra apple,14083,4,0,5
4176,mango icecream,7325,4,0,5
4205,green apple lemonade,20984,4,0,5
4206,fruit loops single,16042,4,0,5
4243,nutella,26568,4,0,5
4254,fresh strawberry,17761,4,0,5
4270,raspberry small,17935,4,0,5
4287,marshmallow brownie,12878,4,0,5
4302,very berry,26164,4,0,5
4313,apple cinnamon,8726,4,0,5
4315,raw mango compote single,18782,4,0,5
4330,shahi dry fruit paan,20725,4,0,5
4332,strawberry creamcheese,14283,4,0,5
4348,pineapple in a pina,5273,4,0,5
4358,banana,19103,4,0,5
4365,orange & basil ( single scoop ) rd,21631,4,0,5
4382,fresh strawberry,17919,4,0,5
4428,strawberry chocolate 9,22036,4,0,5
4481,choclate brownie double,22589,4,0,5
4492,purple berry belgian,23891,4,0,5
4518,nutella belgian,16050,4,0,5
4524,raspberry,586,4,0,5
4526,mixed fruit cream,16810,4,0,5
4535,motichoor ( single scoop ) rd,22752,4,0,5
4559,goutmet berrys,22361,4,0,5
4599,mango sundae,12317,4,0,5
4612,merry berry split,25485,4,0,5
4671,fruit loops single,14765,4,0,5
4674,marshmallow nutella ww,16964,4,0,5
4681,strawberry chocolate 9,22037,4,0,5
4687,naked nutella,14457,4,0,5
4694,white chocolate sauce,19044,4,0,5
4698,dark chocolate sauce,17947,4,0,5
4712,banana,19855,4,0,5
4718,strawberry-kiwi,26978,4,0,5
4723,dark chocolate supreme brownie,5139,4,0,5
4763,brownie w dark chocolate belgian,15014,4,0,5
4764,naked nutella,15397,4,0,5
4781,kaala khatta sorbet ( single scoop ) rd,22755,4,0,5
4798,fruit punch,23271,4,0,5
4801,blue berry bream cheese (swiggy),8451,4,0,5
4852,apple cinnamon 1/2 kg,13708,4,0,5
4876,fresh fruits w cream belgian,16773,4,0,5
4877,banana,19043,4,0,5
4884,xtra strawberry,13214,4,0,5
4901,cranberry blossom,7680,4,0,5
4935,dark chocolate sauce,17921,4,0,5
4940,banana split,27023,4,0,5
4969,banana split,26976,4,0,5
4980,dry fruit cream,24271,4,0,5
4983,very berry,26981,4,0,5
4985,belgium chocolate mousse-500gms,19889,4,0,5
5013,mango tango lg,22107,4,0,5
5018,fresh strawberry medium,22493,4,0,5
5081,banana,26394,4,0,5
5094,banana popsciles-regular,14040,4,0,5
5112,strawberry cream,16818,4,0,5
5143,apple cinnamon,19101,4,0,5
5145,peanut butter brownie,12874,4,0,5
5154,seasonal fruit (mango),8213,4,0,5
5159,purple berry belgian,18385,4,0,5
5183,apple cinnamon rush belgian,21542,4,0,5
5200,add fruit,15061,4,0,5
5207,banana,16414,4,0,5
5233,pineapple,4727,4,0,5
5251,berry n cream cheese,16607,4,0,5
5261,apple cinnamon rush belgian,25284,4,0,5
5276,whipped cream,16212,4,0,5
5287,blueberry banana,24536,4,0,5
5301,orio mousse,1570,4,0,5
5313,margarita (strawberry),9438,4,0,5
5323,mango jalapeno burritos,28203,4,0,5
5351,walnut brownie with chocolate sauce,28015,4,0,5
5368,marshmallow nutella belgian,26277,4,0,5
5369,banana,17853,4,0,5
5389,nutella belgian,14977,4,0,5
5400,strawberry creamcheese,17690,4,0,5
5403,.mix berry avacado,4647,4,0,5
5408,brownie belgian dark wihite belgian,24006,4,0,5
5433,apple cinnamon rush ww,25110,4,0,5
5453,brownie nutella belgian,17171,4,0,5
5464,banana,15735,4,0,5
5478,nutty hazel (nutella),27416,4,0,5
5480,whipped cream,19115,4,0,5
5486,dark chocolate sauce,19685,4,0,5
5497,raspberry,990,4,0,5
5504,brownie nutella belgian,16989,4,0,5
5505,naked nutella,15880,4,0,5
5510,very berry sundae,19341,4,0,5
5514,mango maska in peach paradise,27442,4,0,5
5522,watermelon,1109,4,0,5
5545,brownie belgian white belgian,24004,4,0,5
5546,nutella cream,5222,4,0,5
5547,nutella,16430,4,0,5
