,item_name,id,cuisine,type,sub_type
11965,chilly chicken pizza,10482,0,1,0
11981,chipotle chicken pizza (dine in),4186,0,1,0
12139,chicken carnivora pizza (large),9928,0,1,0
12209,barbecue chicken pizza (9.5 inches),17867,0,1,0
12226,chicken pesto sauce fusilli pasta,23119,0,1,0
12297,"chicken kheema pizza 12""",10099,0,1,0
12358,chicken alfredo pizza (7 inches),19313,0,1,0
12480,chicken creamy sauce fusilli pasta,23113,0,1,0
12490,chicken creamy pesto pasta,4922,0,1,0
12628,"chicken mustard pizza 12""",10100,0,1,0
12652,chicken pasta in white sauce,16131,0,1,0
12712,spicy chicken bianco pizza (large),28520,0,1,0
12871,italian chicken supreme pizza,12315,0,1,0
12909,pesto pizza chicken,11082,0,1,0
12962,chicken pink sacue spaghetti pasta,23124,0,1,0
13194,extra pasta chicken topping,23125,0,1,0
13240,chicken aarbiata fusilli pasta,23118,0,1,0
13342,"chicken stuff crust pizza (10"")",17894,0,1,0
13399,ulimate fiery chicken pizza (regular),23707,0,1,0
13409,chicken yellow pepper sauce fusilli pasta,23114,0,1,0
13742,bbq chicken pizza (dine in),3757,0,1,0
13847,herbie chicken pizza (large),28521,0,1,0
13879,chicken pesto pizza,9380,0,1,0
13950,kheema chicken pizza (swiggy),8592,0,1,0
13953,chicken overload pizza (large [10 inches]),22922,0,1,0
14009,chicken salami pizza,3588,0,1,0
14033,"chicken kheema pizza 9""",14472,0,1,0
14565,chicken alfredo pasta,25528,0,1,0
14573,chicken red pepper sauce penne pasta,23109,0,1,0
14673,bbq chicken pizza (medium),4916,0,1,0
14708,chicken pasta with cheese (white sause),5518,0,1,0
14985,chicken arrabiata spaghetti pasta,23111,0,1,0
14988,chicken corn on the cub pizza (7 inches),22446,0,1,0
15271,barbecue chicken pizza (7 inches),16522,0,1,0
15590,italian chicken supreme pizza,10573,0,1,0
15709,bbq chicken pizza,8440,0,1,0
15715,grilled chicken pizza,8572,0,1,0
15980,zesty chicken fajita pizza (9.5 inches),16457,0,1,0
16094,"chicken tandoori pizza 12""",6067,0,1,0
16885,peri peri chicken pizza (swiggy),8634,0,1,0
17026,chilly chicken pizza,10830,0,1,0
17411,chicken aglio e olio penne pasta,23107,0,1,0
17492,bbq chicken pizza (swiggy),8441,0,1,0
17512,chipotle chicken pizza,8512,0,1,0
17542,white sauce pasta chicken,3756,0,1,0
17858,garlic bread cheesy chicken,23143,0,1,0
18268,chicken spagetti pasta,6619,0,1,0
18307,aglio olio pasta chicken,10083,0,1,0
18434,bbq chicken pizza,9360,0,1,0
18707,chicken quatro stagoni pizza (medium),5877,0,1,0
18715,chicken hawaiian pizza (large),9929,0,1,0
18738,tandoori chicken pizza,12243,0,1,0
18756,hot n spicy chicken mince pizza,9423,0,1,0
18818,chicken salami pizza (swiggy),8496,0,1,0
18885,piri piri chicken pizza (9.5 inches),16034,0,1,0
18948,chicken aglio e olio spaghetti pasta,23117,0,1,0
19201,chicken creamy sauce penne pasta,23105,0,1,0
19302,chipotle chicken pizza (swiggy),8513,0,1,0
19418,piri piri chicken pizza (12 inches),18153,0,1,0
19642,chicken hariyali pizza (large [10 inches]),13668,0,1,0
19934,chicken salami pizza (dine in),5170,0,1,0
19999,pesto pasta chicken,10129,0,1,0
20149,"chicken bbq pizza 12""",6042,0,1,0
20195,peri peri chicken pizza (dine in),3703,0,1,0
20240,tandoori chicken pizza,6725,0,1,0
20306,bbq chicken pizza (small [6 inches]),12160,0,1,0
20568,chicken arrabita penne pasta,23108,0,1,0
20880,tandoori chicken pizza  12 inch,27586,0,1,0
20933,chicken supreme pizza,10474,0,1,0
21070,chicken spagetti pasta - red,10472,0,1,0
21408,hot &amp; spicy chicken pizza (9.5 inches),16230,0,1,0
21564,chicken keema pizza (large),28553,0,1,0
21729,red sauce pasta chicken,5532,0,1,0
22689,barbecue chicken pizza (large),9916,0,1,0
22760,arrabiata chicken pasta,6180,0,1,0
23095,thin crust chicken pizza,9267,0,1,0
23387,chicken pink sacue fusilli pasta,23115,0,1,0
23420,chicken penne pasta - red,10465,0,1,0
23435,periperi chicken pizza,8637,0,1,0
23537,bbq chicken pasta,8881,0,1,0
23670,zesty chicken fajita pizza (12 inches),22450,0,1,0
23711,bbq chicken pizza (large [10 inches]),12316,0,1,0
23718,cheesey schezwan pasta chicken,5863,0,1,0
23756,chicken khima pasta half,8938,0,1,0
23873,ulimate fiery chicken pizza (large),26423,0,1,0
24270,chicken pasta in red sauce,18442,0,1,0
24427,chicken alfredo pizza (12 inches),21688,0,1,0
24626,barbecue chicken pizza (12 inches),16009,0,1,0
24867,"chicken barbecue pizza 9""",6839,0,1,0
24915,hot &amp; spicy chicken pizza (12 inches),18031,0,1,0
25284,"chicken sausages pizza 12""",10102,0,1,0
25286,ulimate fiery chicken pizza (medium),28465,0,1,0
25867,chicken bacon pizza,4974,0,1,0
25893,chicken khima pasta,8937,0,1,0
27031,bbq chicken pizza (large),5314,0,1,0
27226,chicken pesto sauce penne pasta,23104,0,1,0
27233,kadhai chicken punjabi pizza (large),26524,0,1,0
27345,kadhai chicken punjabi pizza (medium),28653,0,1,0
27586,bbq chicken pizza 9 inch,27574,0,1,0
27645,chicken quatro stagoni pizza (large),9934,0,1,0
27662,chicken delite pizza (medium),28700,0,1,0
27687,chicken salami pizza,8495,0,1,0
27692,chicken alfredo pasta,6221,0,1,0
28212,chicken penne pasta - white,10466,0,1,0
28666,pesto sauce chicken pasta,20687,0,1,0
28701,grilled chicken pizza,3645,0,1,0
28811,chicken kheema pizza,4902,0,1,0
28852,chicken bolognese pasta,5298,0,1,0
47,mushroom pizza,4155,0,0,0
61,veg cheese pizza,20443,0,0,0
67,mexican mania pizza (large),4877,0,0,0
86,forest green &amp; sunshine pizza (regular),28529,0,0,0
133,smokin gold pizza (small [6 inches]),14016,0,0,0
137,creamy makhni pasta (veg.),9297,0,0,0
144,cheese margherita pizza 9 inc,10186,0,0,0
164,quatro stagoni veg pizza (large) (large),10002,0,0,0
180,make your own full mad veg pizza,12174,0,0,0
196,uncafe pizza,2589,0,0,0
239,polo pizza (large) (medium),9991,0,0,0
300,veg pesto pizza,6002,0,0,0
325,pesto sun-dried tomato pizza,1120,0,0,0
328,corn on the cub pizza (12 inches),18012,0,0,0
352,cheesy arrabita pasta,3017,0,0,0
396,"roasted tomato, bell pepper and fresh mushroom pizza",5618,0,0,0
435,",,,pasta arabiata",5144,0,0,0
496,",,new tomato basil cheese pizza",14149,0,0,0
502,garlic bread spicy exotica,23138,0,0,0
517,uncafe pizza,2324,0,0,0
545,pizza & grill,7354,0,0,0
564,chipotle panner pizza (dine in),5838,0,0,0
580,uncafe pizza,2628,0,0,0
583,alfredo pasta,20490,0,0,0
614,farm fresh pizza 6,24458,0,0,0
628,pizza fondue (small),1352,0,0,0
667,cheese garlic bread,578,0,0,0
703,desi deshi pizza,8762,0,0,0
732,cheese garlic bread,4216,0,0,0
753,prawns / basa aglio e olio penne pasta,23331,0,0,0
764,barcelona pizza (medium),23704,0,0,0
765,polo pizza (large) (large),4915,0,0,0
794,garlic bread,22479,0,0,0
800,mexican mania veg pizza (large) (medium),9979,0,0,0
802,sicilian pizza,1003,0,0,0
822,mushroom pizza - inactive,8160,0,0,0
854,gg star pizza,24473,0,0,0
881,mama mia pizza - inactive,8142,0,0,0
926,corn on the cub pizza (9.5 inches),19734,0,0,0
948,cheese garlic bread,1489,0,0,0
954,bbq veg pasta,8890,0,0,0
962,cheese &amp; tomato pizza,3371,0,0,0
963,veg pastaaaaa,9508,0,0,0
984,uncafe pizza,1051,0,0,0
996,veg spagetti pasta - pink,10781,0,0,0
1026,mac n cheese pizza (swiggy),8602,0,0,0
1050,non veg volcano pizza (12 inches),15978,0,0,0
1112,barcelona pizza (large),28517,0,0,0
1133,two in one pizza,24489,0,0,0
1138,mozzarella onion pizza,2542,0,0,0
1143,pesto pasta,25028,0,0,0
1164,4n pizza,9905,0,0,0
1187,chiken tandoori pizza 12 inc,10222,0,0,0
1207,four cheeses pizza (large) (medium),9949,0,0,0
1228,al funghi pizza (7 inches),18887,0,0,0
1284,",pasta in mushroom",7011,0,0,0
1297,creamy mac and cheese pizza,8758,0,0,0
1384,uncafe pizza,433,0,0,0
1432,pasta salad,10061,0,0,0
1455,verdure pizza - inactive,8249,0,0,0
1459,ola pasta salad,7344,0,0,0
1464,sicilian pizza,1216,0,0,0
1468,chilly mushroom pizza,10483,0,0,0
1523,pasta arabiata non- veg,24913,0,0,0
1525,pasta  shezwan,4875,0,0,0
1552,..pasta red white,7585,0,0,0
1584,.spicy chipotle pizza,7263,0,0,0
1675,veg. stuffed pizza ppp,22956,0,0,0
1716,pasta red n white,3967,0,0,0
1727,mozzarella onion pizza,995,0,0,0
1747,burnt garlic pizza,4127,0,0,0
1756,quatro stagoni veg pizza (large) (medium),10001,0,0,0
1771,..pasta makhni,7582,0,0,0
1774,garlic bread chesse,3591,0,0,0
1808,uncafe pizza,2046,0,0,0
1812,the ultimate pizza (small),12436,0,0,0
1844,prawns / basa yellow pepper sauce spaghetti pasta,23319,0,0,0
1851,pasta red wht,4759,0,0,0
1904,extra mushroom pizza,8304,0,0,0
1906,mushroom pizza,5094,0,0,0
1971,uncafe pizza,2140,0,0,0
1998,pasta classic non- veg,25724,0,0,0
2019,prawns / basa creamy sauce spaghetti pasta,23318,0,0,0
2046,garlic bread,2442,0,0,0
2061,tandoori mushroom pizza,8678,0,0,0
2062,classic margherita pizza 12inc,10237,0,0,0
2064,lam bolognese pasta,9968,0,0,0
2115,sicilian pizza,1485,0,0,0
2135,",pasta in mushroom",6914,0,0,0
2170,"combo offer rs 450 (four cheese pizza,creamy alfredo pasta,potato cheese shot,s, lemon iced tea)",8753,0,0,0
2231,fluffy white egg pizza,20344,0,0,0
2244,"double meat pizza 12""",6560,0,0,0
2276,four cheeses pizza (large) (large),5390,0,0,0
2340,very veggie pizza (large),28467,0,0,0
2413,jalapeno cheese pizza,4243,0,0,0
2457,"combo offer- uncafe pizza, garlic bread, lemon iced tea",8293,0,0,0
2463,very veggie pizza (regular),28478,0,0,0
2569,uncafe pizza,1385,0,0,0
2580,cheese garlic bread (6pcs),4796,0,0,0
2605,thin crush veg. pizza,9266,0,0,0
2632,pizza pesto cheese,5955,0,0,0
2641,pizza noodles non- veg,23490,0,0,0
2662,meat monster pizza,8606,0,0,0
2669,addons per topping pizza (medium),4917,0,0,0
2675,"food challenge pizza, poppers, shake",4217,0,0,0
2686,pizza ahhh!,5009,0,0,0
2689,prawns alio olio pasta,6174,0,0,0
2690,veg cheese burst pizza,3408,0,0,0
2737,pasta indiana b,7896,0,0,0
2741,sicilian pizza,1198,0,0,0
2746,garlic bread,1770,0,0,0
2747,red sauce with vegetable pasta,2950,0,0,0
2785,garlic bread,5599,0,0,0
2821,pizza combo - inactive,8190,0,0,0
2886,mushroom pizza,1612,0,0,0
2890,pasta in cheese sauc,5950,0,0,0
2918,pesto basil pasta,6780,0,0,0
2939,uncafe pizza,806,0,0,0
2979,uncafe pizza,1708,0,0,0
3001,cheesy schezwan pasta (veg.),9282,0,0,0
3092,go olives pizza (large) (large),9955,0,0,0
3111,cheese pizza naan,11733,0,0,0
3115,farm fresh pizza (8 inch),28609,0,0,0
3149,sicilian pizza,1010,0,0,0
3154,prawns / basa aglio e olio fusilli pasta,23317,0,0,0
3160,margherita pizza,1906,0,0,0
3172,truffle trio pizza 8,24478,0,0,0
3202,mothers love pizza,6605,0,0,0
3260,cheese garlic bread,2091,0,0,0
3297,smokin gold pizza (large [10 inches]),23716,0,0,0
3309,veg pizza meal 1,10017,0,0,0
3379,garlic bread,6756,0,0,0
3392,pesto pasta veg,4285,0,0,0
3416,spaghetti gamberi,12084,0,0,0
3426,sicilian pizza,438,0,0,0
3434,classic veg pizza (large [10 inches]),15462,0,0,0
3472,sun set pasta,18364,0,0,0
3508,uncafe pizza,2209,0,0,0
3527,sicilian pizza,1628,0,0,0
3536,pink pasta,21053,0,0,0
3539,veg cheese pizza,21093,0,0,0
3607,margherita pizza,4037,0,0,0
3614,tandoori mushroom pizza (swiggy),8679,0,0,0
3620,three cheese pizza,371,0,0,0
3637,garlic bread,6116,0,0,0
3640,",pizza exotica",7019,0,0,0
3647,cheesey schezwan pasta veg,4000,0,0,0
3662,mushroom calzone pizza - inactive,8159,0,0,0
3671,honey garlic pizza (large) (large),9963,0,0,0
3674,non veg pizza cone,9455,0,0,0
3688,exotic veggies pizza 12,11049,0,0,0
3714,uncafe pizza,1716,0,0,0
3779,french onion pizza,14948,0,0,0
3819,",pasta indiana",7013,0,0,0
3850,uncafe pizza,2518,0,0,0
3857,classic pizza (double shots),8747,0,0,0
3884,garlic bread (swiggy),8565,0,0,0
3938,evergreen special pizza (small [6 inches]),12151,0,0,0
3942,arabian pizza - veg,10410,0,0,0
3953,exotic magic pizza (small [6 inches]),12324,0,0,0
3959,garlic bread chesse (dine in),3519,0,0,0
4059,prawns / basa red pepper sauce fusilli pasta,23323,0,0,0
4110,mushroom pizza,1081,0,0,0
4135,mexican delight pizza,3468,0,0,0
4147,pesto pizza,881,0,0,0
4151,"cheese margherita pizza 12""",10095,0,0,0
4202,make your own full mad non veg pizza,13492,0,0,0
4257,four cheeses pizza (medium),4783,0,0,0
4300,mushroom boscaiola pizza (medium),5130,0,0,0
4318,carbonara pasta,6005,0,0,0
4391,avocado pizza med,5913,0,0,0
4394,burnt garlic cheese pasta (veg.),9279,0,0,0
4395,pasta arabiata veg,24870,0,0,0
